Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
02241ae6b1c68ad33b925f7499aaecc5b5ef4a70540616310427cde269b1f406,2019-12,Gwent Police,Gwent Police,-2.714892,51.583844,On or near CAMP ROAD,W01001578,Monmouthshire 009C,Offender given penalty notice
542fb260d16d61113fd3ee6706f3d8a0234a1baa843aad907fc34ab367dadd61,2019-12,Gwent Police,Gwent Police,-2.989145,51.577069,On or near ALBION CLOSE,W01001659,Newport 018A,Unable to prosecute suspect
9bfd7a39dc901d16edc43ba4b6d8f5d1ff70ad7b0d0a64a6acb93feeddf15139,2019-12,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
f4c7a4a26e5ade250ebb0b4c48316f2012537962b6772d3ea33664bd0936daf6,2019-12,Gwent Police,Gwent Police,,,No location,,,Suspect charged
6401fd52bc34ccc0dafdbfff88ccf4e27f4146e5ec36ef1dbb92aca8355f749e,2019-12,Gwent Police,Gwent Police,-3.024709,51.821953,On or near LAUNDRY PLACE,W01001557,Monmouthshire 001C,Offender given a drugs possession warning
ef738e97dadc1015fd0cbd4833ee2ea960b4aaaa7d031007663e17886c88d7d5,2019-12,Gwent Police,Gwent Police,-3.171046,51.802819,On or near INTERMEDIATE ROAD,W01001446,Blaenau Gwent 002A,Investigation complete; no suspect identified
a066585794ae07c1eb36e8bafd28731fa59e87c08d562c751b14b2cf49c72220,2019-12,Gwent Police,Gwent Police,-3.021152,51.679928,On or near AUSTIN ROAD,W01001517,Torfaen 006D,Investigation complete; no suspect identified
54e515391bb5b441a16434f38c9463590fc574237c687e230bc806b24cb46ac7,2019-12,Gwent Police,Gwent Police,-2.720009,51.723872,On or near THE ROCKS CLOSE,W01001594,Monmouthshire 007E,Investigation complete; no suspect identified
8e0144429ea863aaf2c8345f79c700cd9fa748a3529974f32e0c277dc7d0b285,2019-12,Gwent Police,Gwent Police,-3.035025,51.714271,On or near RIDGEWAY,W01001525,Torfaen 003A,Investigation complete; no suspect identified
89b13a94b19249eee20df51fbe1efaa912d825c3e8a1d3e87da25a37d3b476e1,2019-12,Gwent Police,Gwent Police,-3.003531,51.592035,On or near QUEEN'S HILL CRESCENT,W01001603,Newport 012C,Investigation complete; no suspect identified
125201c7d946b792d34369de61f1084c0e7b92d5050b63aedf368a5dd5ee29b7,2019-12,Gwent Police,Gwent Police,-3.134325,51.646709,On or near DYFFRYN COURT,W01001327,Caerphilly 014A,Investigation complete; no suspect identified
c27653559e6d529f4a1a8dca5134e247fd8cd0206d569ba9395ed37fd5eb0a5d,2019-12,Gwent Police,Gwent Police,-3.009375,51.578272,On or near CAE PERLLAN ROAD,W01001629,Newport 017A,Investigation complete; no suspect identified
ce80750003893176dba3c649253d59eb7203684b6f57aba6b4215fc6080e3580,2019-12,Gwent Police,Gwent Police,-2.312788,51.079118,On or near FANTLEY LANE,E01020440,North Dorset 002A,Investigation complete; no suspect identified
a8b84d45a4ffb0923f6ff75667333dd3071b01925997d07cb8b34c1269ea8bb8,2019-12,Gwent Police,Gwent Police,-3.042533,51.653009,On or near TY GWYN WAY,W01001528,Torfaen 010D,Investigation complete; no suspect identified
e83c96d441ecbea8afc4e3e3bd0787fc9919cead7791a447298151a9e946c305,2019-12,Gwent Police,Gwent Police,-2.990849,51.581074,On or near DROVERS MEWS,W01001662,Newport 018D,Investigation complete; no suspect identified
f90a7acd4c65aec693a7a54cc1ff11c107d87480c158fb1cfb89b42a8ff11e1e,2019-12,Gwent Police,Gwent Police,-2.998055,51.589177,On or near CAMBRIAN ROAD,W01001685,Newport 014B,Investigation complete; no suspect identified
c35e653e69821afacad497eda321b8b47c4d1ec334601a97ce8483f5fe30a1bc,2019-12,Gwent Police,Gwent Police,-3.026157,51.557671,On or near Sports/Recreation Area,W01001689,Newport 019D,Investigation complete; no suspect identified
119677abbd17eefdc1c01dee739a77b53630acd630e9815f0e0e3fba70da0bd0,2019-12,Gwent Police,Gwent Police,-2.985681,51.580353,On or near CANAL TERRACE,W01001661,Newport 018C,Investigation complete; no suspect identified
9790c87f12dcc237201bf792203bca0efdf717260e4a1ce8ba5c4ac239ca2488,2019-12,Gwent Police,Gwent Police,-3.207953,51.594074,On or near MEADOW VIEW,W01001344,Caerphilly 020C,Investigation complete; no suspect identified
e27cd1d5023df21968a61013f3ff47e6de33d30118ed23722d3f8cc8a62bc465,2019-12,Gwent Police,Gwent Police,-3.021211,51.676133,On or near RAILWAY TERRACE,W01001517,Torfaen 006D,Investigation complete; no suspect identified
8572f031ca7a87ed894db4bacb798c601b5ebde770f4eb2be6b860c61586d8d7,2019-12,Gwent Police,Gwent Police,-2.939432,51.596729,On or near GEORGE LANSBURY DRIVE,W01001663,Newport 008C,Investigation complete; no suspect identified
de4301fdfc706d88c1bfd72c510fc717063d33c6447f3f1766be89290854c973,2019-12,Gwent Police,Gwent Police,-3.019513,51.821881,On or near Nightclub,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
9a3a92c33e488959f5459a434838628fc167e469b5301e4f2309e47ab1ad703d,2019-12,Gwent Police,Gwent Police,-3.065260,51.749256,On or near VARTEG ROAD,W01001482,Torfaen 002A,Investigation complete; no suspect identified
aa1a7c895a401309840ff6aed8584a8d212985b5ad652816cfc6395f133c4f88,2019-12,Gwent Police,Gwent Police,-3.001362,51.632569,On or near HERITAGE COURT,W01001505,Torfaen 013B,Investigation complete; no suspect identified
66c0571e0fa4aef5f6d9ed530ab0d792e5e4831bc89679d7addd5c5f45bbfa0b,2019-12,Gwent Police,Gwent Police,-3.027143,51.666658,On or near LOWLANDS CRESCENT,W01001520,Torfaen 007B,Investigation complete; no suspect identified
bc12586c0a39e5e7e777c7fd2287d5877303102c4ef6219b429315d8a9eeaa0d,2019-12,Gwent Police,Gwent Police,-2.997250,51.588698,On or near Nightclub,W01001685,Newport 014B,Investigation complete; no suspect identified
ee0db4326329e1eb5c0271d23fe13c38abe32fa8db5b761ba04a985d7f589b9b,2019-12,Gwent Police,Gwent Police,-3.248731,51.782553,On or near ARNOLD PLACE,W01001472,Blaenau Gwent 003A,Investigation complete; no suspect identified
8382c9cb52867df12596d4349d30562bf687ddeccb8a01cc9d9590671a03b70e,2019-12,Gwent Police,Gwent Police,-3.192367,51.693394,On or near WOODVILLE TERRACE,W01001335,Caerphilly 005B,Investigation complete; no suspect identified
f28b702987c7862655fd9a201acaedd29489cf96792b029169102bfb634f2fcd,2019-12,Gwent Police,Gwent Police,-2.989613,51.578656,On or near COMMERCIAL ROAD,W01001661,Newport 018C,Investigation complete; no suspect identified
dec01598925b16f70b2c8999db0d0e1345835c91f68d9e69ed7668df1199b372,2019-12,Gwent Police,Gwent Police,-3.024062,51.639684,On or near TY COCH WAY,W01001504,Torfaen 013A,Investigation complete; no suspect identified
c73a616dc9d06b0f5c238bef6e8180e0af7b182bade90abda69a223de670f1f9,2019-12,Gwent Police,Gwent Police,-3.129831,51.653127,On or near ACACIA TERRACE,W01001328,Caerphilly 014B,Investigation complete; no suspect identified
a8de487b2f6d69b5fd172d0709ab1b8462b042e429a4c05f9662dd8b1b38adb5,2019-12,Gwent Police,Gwent Police,-2.970502,51.583231,On or near KEENE STREET,W01001644,Newport 013C,Investigation complete; no suspect identified
0e61337033dbe3513db22e5655d5d6833ff9a76adfa7d21128458a983a42c97e,2019-12,Gwent Police,Gwent Police,-3.024185,51.680387,On or near Sports/Recreation Area,W01001518,Torfaen 006E,Investigation complete; no suspect identified
e233b6799f3c380e8546d896643b3f38e2d4005d322c1f8e16cf78b4e4c7912f,2019-12,Gwent Police,Gwent Police,-2.987887,51.588256,On or near Sports/Recreation Area,W01001693,Newport 013E,Investigation complete; no suspect identified
c0ad8745a265811675700c31d6fd60194efe19b8d079196a6f5e03c375bb67ce,2019-12,Gwent Police,Gwent Police,-3.036844,51.661520,On or near THE LEAS,W01001539,Torfaen 009E,Investigation complete; no suspect identified
cd679fab34ece9c8a99fd846b45fe796712d482af53667e6e9fe38ed0da3316d,2019-12,Gwent Police,Gwent Police,-3.080221,51.774620,On or near UPPER HILL STREET,W01001490,Torfaen 001D,Investigation complete; no suspect identified
0cab0111e99282a1cfecd9d6513a59ddf29e3a3151b7b77e6b701a7bcf08cee2,2019-12,Gwent Police,Gwent Police,-3.017683,51.558041,On or near DUFFRYN WAY,W01001688,Newport 019C,Investigation complete; no suspect identified
6757c7a95090a2eb63aba6200c5dfa10058e9690061e050201d92d5814de3353,2019-12,Gwent Police,Gwent Police,-3.258879,51.741920,On or near STATION ROAD,W01001374,Caerphilly 001A,Investigation complete; no suspect identified
d7b5c64e8bfd0e28543606864f56f69607d679b7a47a8385d6234014eeefad36,2019-12,Gwent Police,Gwent Police,-3.135217,51.648840,On or near HIGH STREET,W01001328,Caerphilly 014B,Investigation complete; no suspect identified
48e280597adbd1a1be71f42d5bf3a3767f75e24aa8f1c1d0d82497c15ea01529,2019-12,Gwent Police,Gwent Police,-3.240005,51.770947,On or near EDWARD TERRACE,W01001462,Blaenau Gwent 006A,Investigation complete; no suspect identified
c4b052b911e623945731673e1540650bec6c96a6afb014e1a3201c704a856b15,2019-12,Gwent Police,Gwent Police,-2.954019,51.578403,On or near HILLVIEW CRESCENT,W01001648,Newport 015G,Investigation complete; no suspect identified
e477f62959d83e90094c609f6ddff268961dc9e20f915d0190476e3575cc330e,2019-12,Gwent Police,Gwent Police,-2.974840,51.589669,On or near KENSINGTON GROVE,W01001612,Newport 011B,Investigation complete; no suspect identified
2420065b81aedc1395818ee012b164c950826784a2058d988ada3000e42af459,2019-12,Gwent Police,Gwent Police,-3.218792,51.687718,On or near BYRON ROAD,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
6306fd9430073276bc6ba13de67fc1d13508af94ad3520c664c8ef155a84c354,2019-12,Gwent Police,Gwent Police,-3.027161,51.696834,On or near FOUNTAIN ROAD,W01001524,Torfaen 004D,Investigation complete; no suspect identified
521544ae1bce11e99077d5ffd72d1382b6cac96c037a25208affe88235172d13,2019-12,Gwent Police,Gwent Police,-2.448940,53.087685,On or near TYNEDALE AVENUE,E01018489,Cheshire East 043D,Investigation complete; no suspect identified
c761f90001edd9797a2ddd91b635a9a6fee4d25efe86ceb398395150fa4cd67b,2019-12,Gwent Police,Gwent Police,-2.670573,51.623344,On or near LORD ELDON DRIVE,W01001592,Monmouthshire 008D,Investigation complete; no suspect identified
9e406dc4d5269045251f208dffe7217ea2fe96169629fe4509c0fcbed570644c,2019-12,Gwent Police,Gwent Police,-2.986573,51.592215,On or near CAERLEON ROAD,W01001692,Newport 011E,Investigation complete; no suspect identified
deb79a75667889f73c85ba7f4c924e8c19f520cf79ba0dd12cdf160a5b5d3632,2019-12,Gwent Police,Gwent Police,-3.260429,51.783561,On or near BEVAN AVENUE,W01001480,Blaenau Gwent 003E,Investigation complete; no suspect identified
2b45bc94e4b421b7fd2ac3be72b88489f8c0e858befa955d7d22587835c2a508,2019-12,Gwent Police,Gwent Police,-3.004750,51.583806,On or near BRYNHYFRYD ROAD,W01001686,Newport 014C,Investigation complete; no suspect identified
8c62cefc78bcb5d96494a1f252b43f75d3cbb0d4971379f32765a288a5a6ed04,2019-12,Gwent Police,Gwent Police,-2.973003,51.602362,On or near BADMINTON ROAD,W01001678,Newport 005D,Investigation complete; no suspect identified
3867df021d2cbb5d56c30da75526f80bc957c4c9678c9007dfbf83158ecf153a,2019-12,Gwent Police,Gwent Police,-3.070761,51.728265,On or near HEOL YR EGLWYS,W01001485,Torfaen 002D,Investigation complete; no suspect identified
904339323c49bcf091dbb076b91667f455d805e5b00e510c4710968e1fba60e2,2019-12,Gwent Police,Gwent Police,-3.021875,51.652956,On or near Pedestrian Subway,W01001506,Torfaen 010A,Investigation complete; no suspect identified
51734d178b02967639ab9906750e8c23c135134cea2ca11cd78e5a1fae65b85a,2019-12,Gwent Police,Gwent Police,-3.002807,51.587365,On or near GODFREY ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
1bd21b7f46431f22ba9661ca2b6ca98c22d33125664dacb865343d54f5cd3e45,2019-12,Gwent Police,Gwent Police,-3.214357,51.579774,On or near Supermarket,W01001373,Caerphilly 022C,Investigation complete; no suspect identified
2ade23abea66e89375815cb724287406afaaec8692bff19fa511f8ad60be2f8c,2019-12,Gwent Police,Gwent Police,-3.249455,51.583955,On or near RHUDDLAN COURT,W01001394,Caerphilly 023B,Investigation complete; no suspect identified
9395e7e5db0cfbbd5c2976700e9616daca59f238c5cb3744b613e633344d609d,2019-12,Gwent Police,Gwent Police,-3.003543,51.584742,On or near CLYFFARD CRESCENT,W01001685,Newport 014B,Investigation complete; no suspect identified
24d2d811987f648163e44342b62c14fe72684a7ac85028e497be2b33eae5b106,2019-12,Gwent Police,Gwent Police,-2.809440,51.616193,On or near Parking Area,W01001542,Monmouthshire 009A,Investigation complete; no suspect identified
4fb22a009d65d151b25b9ff3d820e977fa6c1ffca0d819051b5bd8cf9c48ce64,2019-12,Gwent Police,Gwent Police,-3.235332,51.785581,On or near BRYN PICA,W01001473,Blaenau Gwent 003B,Investigation complete; no suspect identified
67714e2a28385a2e1496f63220f75cfc138116ad4555ec62cf7aec4264f521c3,2019-12,Gwent Police,Gwent Police,-3.001846,51.586312,On or near ALBERT TERRACE,W01001685,Newport 014B,Investigation complete; no suspect identified
810d62a88c9149f2fbd4ddabfd434930be59535fc7d633856c1e67ea29936bfa,2019-12,Gwent Police,Gwent Police,-3.019464,51.672381,On or near HEOL YR GLYN,W01001520,Torfaen 007B,Investigation complete; no suspect identified
